conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",Label
8.59,-2.43,-3.2,-3.35,5.37,-5.79,0
8.65,-2.39,-3.22,-3.33,5.41,-5.75,0
8.71,-2.36,-3.23,-3.31,5.46,-5.7,0
8.76,-2.32,-3.24,-3.3,5.5,-5.65,0
7.44,-6.85,-1.87,1.28,5.54,-5.59,0
7.54,-6.82,-1.92,1.31,5.6,-5.54,0
7.65,-6.79,-1.97,1.35,5.65,-5.48,0
7.76,-6.76,-2.02,1.38,5.71,-5.42,0
6.99,-7.69,-1.2,2.36,5.77,-5.36,0
5.05,-9.91,0.78,4.61,5.81,-5.31,0
5.09,-9.89,0.77,4.62,5.85,-5.28,0
5.13,-9.87,0.76,4.63,5.88,-5.26,0
6.17,-10.72,0.75,4.64,6.9,-6.1,0
6.22,-10.7,0.74,4.65,6.94,-6.07,0
8.81,-5.38,-1.84,-0.66,6.97,-6.04,0
8.81,-5.37,-1.84,-0.66,6.97,-6.03,0
8.81,-5.36,-1.84,-0.66,6.97,-6.03,0
8.81,-5.36,-1.84,-0.66,6.97,-6.02,0
8.81,-5.35,-1.84,-0.66,6.97,-6.02,0
8.81,-5.35,-1.84,-0.67,6.97,-6.02,0
8.81,-5.34,-1.84,-0.67,6.97,-6.01,0
8.81,-5.33,-1.84,-0.67,6.97,-6.01,0
8.81,-5.33,-1.84,-0.67,6.97,-6.0,0
8.81,-5.32,-1.84,-0.67,6.97,-6.0,0
8.84,0.82,-1.94,-6.66,6.9,-5.86,0
8.84,0.84,-1.94,-6.66,6.9,-5.83,0
8.84,0.86,-1.93,-6.65,6.9,-5.8,0
8.84,0.89,-1.93,-6.65,6.91,-5.78,0
8.84,0.91,-1.93,-6.65,6.91,-5.75,0
8.83,0.94,-1.92,-6.65,6.91,-5.72,0
8.83,0.96,-1.92,-6.64,6.91,-5.69,0
8.82,0.99,-1.91,-6.64,6.91,-5.66,0
6.47,6.07,-8.9,0.42,-2.42,6.48,0
5.78,6.72,-8.87,-0.5,-3.07,6.21,0
9.69,5.85,-8.98,-0.47,0.72,5.41,0
3.6,-0.53,-4.25,-3.57,-0.67,-4.06,0
3.6,-0.53,-4.24,-3.58,-0.66,-4.07,0
3.6,-0.53,-4.23,-3.59,-0.65,-4.09,0
3.6,-0.53,-4.22,-3.61,-0.64,-4.1,0
3.6,-0.53,-4.21,-3.62,-0.63,-4.11,0
3.6,-0.53,-4.2,-3.63,-0.62,-4.13,0
3.6,-0.53,-4.19,-3.64,-0.61,-4.14,0
3.6,-0.53,-4.18,-3.66,-0.6,-4.15,0
3.6,-0.53,-4.17,-3.67,-0.59,-4.17,0
8.4,1.34,-3.19,-3.08,5.2,-1.71,0
8.4,1.34,-3.19,-3.09,5.2,-1.71,0
8.4,1.34,-3.19,-3.09,5.2,-1.71,0
8.4,1.34,-3.19,-3.09,5.2,-1.72,0
8.4,1.34,-3.18,-3.09,5.21,-1.72,0
8.4,1.34,-3.18,-3.09,5.21,-1.72,0
8.4,1.34,-3.18,-3.1,5.21,-1.72,0
8.4,1.34,-3.18,-3.1,5.21,-1.72,0
8.4,1.34,-3.18,-3.1,5.21,-1.73,0
8.4,1.34,-3.17,-3.1,5.22,-1.73,0
5.07,-0.5,-2.84,-2.56,2.25,-3.06,0
5.07,-0.5,-2.84,-2.56,2.25,-3.07,0
5.07,-0.5,-2.84,-2.56,2.25,-3.07,0
5.07,-0.5,-2.84,-2.57,2.26,-3.07,0
5.07,-0.5,-2.83,-2.57,2.26,-3.07,0
5.07,-0.5,-2.83,-2.57,2.26,-3.07,0
5.07,-0.5,-2.83,-2.57,2.26,-3.08,0
5.07,-0.5,-2.83,-2.57,2.26,-3.08,0
5.07,-0.5,-2.83,-2.58,2.26,-3.08,0
5.07,-0.5,-2.82,-2.58,2.27,-3.08,0
4.91,-0.97,-1.36,-1.91,3.56,-2.89,0
4.91,-0.97,-1.36,-1.91,3.56,-2.89,0
4.91,-0.97,-1.36,-1.91,3.56,-2.89,0
4.91,-0.97,-1.36,-1.91,3.56,-2.89,0
4.91,-0.97,-1.36,-1.91,3.56,-2.9,0
4.91,-0.97,-1.36,-1.91,3.56,-2.9,0
4.91,-0.97,-1.36,-1.91,3.56,-2.9,0
4.91,-0.97,-1.36,-1.91,3.56,-2.9,0
4.91,-0.97,-1.36,-1.91,3.56,-2.9,0
4.91,-0.97,-1.36,-1.91,3.56,-2.9,0
3.94,-1.88,-1.37,1.87,2.56,-0.02,0
3.94,-1.9,-1.38,1.87,2.56,-0.04,0
3.95,-1.92,-1.38,1.87,2.56,-0.05,0
3.95,-1.94,-1.39,1.87,2.56,-0.07,0
3.96,-1.96,-1.4,1.87,2.56,-0.09,0
3.96,-1.98,-1.4,1.87,2.56,-0.11,0
3.96,-1.99,-1.41,1.87,2.55,-0.13,0
3.96,-2.01,-1.41,1.87,2.55,-0.15,0
3.97,-2.03,-1.42,1.87,2.55,-0.16,0
3.97,-2.05,-1.42,1.87,2.54,-0.18,0
3.87,-2.17,-1.5,1.76,2.36,-0.41,0
2.94,-3.09,-1.79,1.72,1.14,-1.38,0
2.94,-3.11,-1.8,1.72,1.14,-1.4,0
2.94,-3.12,-1.8,1.71,1.13,-1.41,0
2.93,-3.13,-1.81,1.71,1.12,-1.42,0
2.93,-3.15,-1.81,1.71,1.12,-1.44,0
2.93,-3.16,-1.82,1.71,1.11,-1.45,0
2.93,-3.17,-1.82,1.71,1.1,-1.46,0
2.93,-3.18,-1.83,1.71,1.09,-1.48,0
1.72,-3.98,-1.18,2.21,0.54,-1.78,0
4.34,-5.77,-1.56,1.6,2.8,-4.16,0
4.55,-5.92,-1.61,1.52,2.96,-4.39,0
4.47,-5.87,-1.62,1.52,2.87,-4.33,0
4.39,-5.81,-1.62,1.52,2.79,-4.28,0
4.31,-5.76,-1.63,1.52,2.7,-4.22,0
5.25,-5.89,-1.64,1.52,3.63,-4.35,0
6.51,-6.16,-1.64,1.52,4.89,-4.62,0
8.19,-7.28,-1.72,1.44,6.48,-5.82,0
9.24,-6.43,-1.89,1.21,7.36,-5.19,0
9.15,-6.46,-1.89,1.21,7.27,-5.22,0
6.49,-6.19,-2.37,0.86,4.13,-5.3,0
6.13,-6.14,-2.43,0.82,3.71,-5.29,0
6.06,-6.11,-2.43,0.82,3.63,-5.26,0
5.98,-6.09,-2.44,0.82,3.55,-5.24,0
5.91,-6.07,-2.45,0.82,3.47,-5.22,0
5.84,-6.04,-2.45,0.82,3.39,-5.19,0
5.76,-6.02,-2.46,0.82,3.31,-5.17,0
2.69,-5.33,-1.95,0.4,0.74,-4.91,0
2.22,-5.19,-1.93,0.46,0.28,-4.71,0
2.16,-5.14,-1.93,0.46,0.22,-4.66,0
2.1,-5.18,-1.94,0.47,0.16,-4.69,0
2.05,-5.45,-1.94,0.47,0.11,-4.97,0
1.98,-5.4,-1.94,0.47,0.04,-4.91,0
1.91,-5.35,-1.95,0.47,-0.04,-4.86,0
2.26,-5.52,-1.86,0.75,0.4,-4.75,0
5.93,-7.46,-1.05,3.26,4.9,-4.2,0
5.58,-7.37,-1.06,3.26,4.54,-4.11,0
4.94,-7.09,-0.86,2.68,4.09,-4.41,0
4.87,-7.12,-0.87,2.68,4.02,-4.44,0
8.0,-8.9,-0.87,2.68,7.13,-6.22,0
11.56,-10.8,-0.87,2.69,10.67,-8.12,0
12.14,-11.13,-0.88,2.69,11.26,-8.46,0
11.96,-10.79,-0.87,2.49,11.08,-8.31,0
6.63,-8.03,-0.77,0.64,5.85,-7.39,0
5.76,-8.03,-0.77,0.65,4.98,-7.39,0
5.49,-7.88,-0.77,0.65,4.71,-7.24,0
5.5,-7.88,-0.77,0.65,4.71,-7.23,0
5.5,-7.88,-2.92,2.84,2.57,-5.03,0
8.53,-8.5,-2.93,2.84,5.6,-5.67,0
9.19,-8.98,-2.94,2.83,6.24,-6.15,0
8.57,-9.22,-2.95,2.82,5.62,-6.4,0
8.56,-9.22,-2.96,2.81,5.6,-6.41,0
7.63,-9.01,-2.97,2.8,4.66,-6.2,0
7.62,-9.01,-2.98,2.8,4.63,-6.22,0
8.15,-9.16,-3.53,2.02,4.61,-7.14,0
9.67,-9.25,-4.78,0.22,4.87,-9.03,0
9.69,-9.24,-4.79,0.2,4.89,-9.04,0
2.42,-18.58,-3.42,1.1,-1.01,-17.48,0
1.91,-18.97,-3.43,1.08,-1.54,-17.88,0
1.84,-18.99,-3.44,1.07,-1.62,-17.92,0
3.49,-14.92,-3.45,1.05,0.03,-13.88,0
6.13,-8.81,-3.46,1.04,2.66,-7.79,0
6.23,-8.74,-3.47,1.02,2.75,-7.74,0
5.54,-9.42,-3.48,1.01,2.05,-8.44,0
5.28,-9.67,-3.49,0.99,1.77,-8.71,0
5.35,-9.62,-3.5,0.98,1.83,-8.67,0
5.48,-9.6,-3.51,0.96,1.96,-8.67,0
5.54,-9.54,-3.52,0.94,2.01,-8.63,0
9.47,-10.39,-3.53,0.93,5.94,-9.47,0
9.44,-10.41,-3.54,0.91,5.9,-9.51,0
9.0,-10.9,-4.92,-0.42,4.07,-11.31,0
8.88,-10.94,-4.92,-0.45,3.95,-11.38,0
8.75,-10.98,-4.92,-0.47,3.82,-11.44,0
8.62,-11.02,-4.93,-0.5,3.68,-11.51,0
8.49,-11.06,-4.93,-0.52,3.55,-11.57,0
8.35,-11.1,-4.93,-0.55,3.42,-11.63,0
8.22,-11.13,-4.93,-0.57,3.29,-11.69,0
9.22,-9.03,-4.93,-0.59,4.29,-9.6,0
9.16,-9.08,-4.93,-0.62,4.23,-9.68,0
9.11,-9.14,-4.93,-0.65,4.17,-9.76,0
9.05,-9.19,-4.93,-0.67,4.12,-9.84,0
8.99,-9.24,-4.92,-0.7,4.06,-9.92,0
7.04,-5.21,-4.92,-0.72,2.11,-5.91,0
7.05,-5.23,-4.92,-0.75,2.13,-5.96,0
7.07,-5.25,-4.92,-0.77,2.14,-6.01,0
7.08,-5.28,-4.92,-0.8,2.15,-6.05,0
7.09,-5.3,-4.91,-0.83,2.17,-6.1,0
6.03,-7.23,-4.91,-0.85,1.11,-8.06,0
6.02,-7.24,-4.91,-0.88,1.11,-8.1,0
6.01,-7.25,-4.9,-0.91,1.1,-8.13,0
5.99,-7.25,-4.9,-0.94,1.09,-8.16,0
5.98,-7.26,-4.9,-0.96,1.08,-8.2,0
6.07,-9.41,-4.98,1.17,1.07,-8.23,0
6.11,-9.44,-5.01,1.17,1.09,-8.26,0
6.16,-9.47,-5.03,1.17,1.11,-8.28,0
6.21,-9.5,-5.06,1.17,1.13,-8.31,0
6.25,-9.53,-5.09,1.17,1.14,-8.34,0
15.25,-4.87,-5.71,-0.06,9.53,-4.96,0
15.26,-4.86,-5.73,-0.06,9.52,-4.96,0
15.27,-4.86,-5.74,-0.07,9.51,-4.97,0
15.27,-4.86,-5.76,-0.07,9.5,-4.97,0
15.28,-4.86,-5.78,-0.08,9.48,-4.97,0
15.29,-4.85,-5.8,-0.08,9.47,-4.97,0
15.29,-4.85,-5.82,-0.09,9.46,-4.97,0
15.3,-4.84,-5.84,-0.1,9.45,-4.97,0
15.3,-4.84,-5.86,-0.1,9.43,-4.98,0
15.3,-4.83,-5.87,-0.11,9.42,-4.98,0
16.6,-4.55,-5.77,-1.31,10.84,-5.87,0
17.69,-7.14,-4.75,-0.11,12.94,-7.26,0
17.62,-7.2,-4.75,-0.13,12.88,-7.34,0
15.29,-10.38,-4.74,-0.15,10.55,-10.53,0
15.22,-10.43,-4.73,-0.17,10.49,-10.6,0
14.02,-10.32,-4.16,0.01,9.87,-10.31,0
11.3,-10.02,-2.82,0.46,8.5,-9.55,0
11.23,-10.08,-2.81,0.45,8.43,-9.62,0
11.15,-10.14,-2.8,0.44,8.36,-9.69,0
11.07,-10.2,-2.8,0.43,8.29,-9.77,0
7.76,-11.27,-2.45,1.18,5.33,-10.08,0
5.3,-11.88,-3.02,1.26,2.3,-10.63,0
5.21,-11.88,-3.01,1.23,2.22,-10.66,0
5.13,-11.88,-3.0,1.21,2.14,-10.68,0
5.04,-11.89,-2.99,1.19,2.06,-10.71,0
3.36,-6.88,-2.99,1.16,0.39,-5.71,0
3.35,-6.85,-2.98,1.14,0.39,-5.71,0
3.24,-6.8,-2.92,1.17,0.34,-5.63,0
2.32,-6.56,-2.42,1.64,-0.09,-4.92,0
2.3,-6.54,-2.41,1.62,-0.09,-4.92,0
1.83,-0.82,-1.93,-4.1,-0.1,-4.91,0
2.03,-0.12,-0.37,-4.5,1.65,-4.63,0
2.05,-0.11,-0.36,-4.5,1.68,-4.61,0
2.07,-0.1,-0.35,-4.5,1.71,-4.6,0
2.1,-0.09,-0.34,-4.49,1.75,-4.59,0
2.17,-1.43,-0.38,-3.14,1.78,-4.57,0
2.35,-0.83,-0.95,-3.4,1.39,-4.23,0
2.62,0.06,-1.81,-3.8,0.8,-3.74,0
2.64,0.07,-1.81,-3.8,0.83,-3.73,0
2.66,0.08,-1.81,-3.8,0.85,-3.72,0
10.02,-4.76,-2.74,-0.74,7.26,-5.51,0
10.04,-4.74,-2.75,-0.74,7.28,-5.49,0
10.06,-4.72,-2.75,-0.73,7.3,-5.46,0
10.08,-4.7,-2.76,-0.72,7.32,-5.43,0
9.01,-0.64,-2.65,-4.01,6.35,-4.68,0
9.06,-0.6,-2.67,-4.0,6.38,-4.62,0
9.11,-0.55,-2.68,-3.98,6.41,-4.56,0
9.16,-0.51,-2.7,-3.97,6.44,-4.51,0
9.2,-0.46,-2.72,-3.96,6.47,-4.45,0
9.25,-0.42,-2.74,-3.94,6.5,-4.39,0
8.93,-5.11,-2.39,0.81,6.52,-4.33,0
9.03,-5.06,-2.44,0.83,6.57,-4.27,0
9.13,-5.01,-2.5,0.85,6.61,-4.2,0
9.23,-4.96,-2.55,0.87,6.65,-4.13,0
8.62,-6.04,-1.91,2.01,6.69,-4.06,0
7.08,-8.63,-0.33,4.65,6.73,-4.0,0
7.12,-8.6,-0.34,4.66,6.76,-3.97,0
7.16,-8.58,-0.35,4.66,6.79,-3.93,0
8.34,-9.19,-0.37,4.67,7.96,-4.55,0
8.38,-9.16,-0.38,4.67,7.99,-4.51,0
9.69,-3.44,-1.67,-1.03,8.02,-4.47,0
9.68,-3.44,-1.67,-1.03,8.02,-4.47,0
9.68,-3.43,-1.67,-1.03,8.02,-4.46,0
9.68,-3.43,-1.66,-1.03,8.01,-4.46,0
9.67,-3.42,-1.66,-1.03,8.01,-4.45,0
9.67,-3.41,-1.66,-1.03,8.01,-4.45,0
9.67,-3.41,-1.66,-1.04,8.01,-4.45,0
9.66,-3.4,-1.66,-1.04,8.01,-4.44,0
9.66,-3.4,-1.66,-1.04,8.0,-4.44,0
9.66,-3.39,-1.66,-1.04,8.0,-4.43,0
8.5,2.63,-0.61,-6.93,7.89,-4.31,0
8.49,2.66,-0.61,-6.93,7.89,-4.29,0
8.48,2.68,-0.61,-6.93,7.88,-4.26,0
8.47,2.7,-0.6,-6.92,7.87,-4.23,0
8.46,2.73,-0.6,-6.92,7.86,-4.21,0
8.45,2.75,-0.6,-6.92,7.86,-4.18,0
8.44,2.77,-0.59,-6.91,7.85,-4.15,0
8.42,2.8,-0.59,-6.91,7.83,-4.13,0
8.41,2.82,-0.59,-6.91,7.82,-4.1,0
8.39,2.84,-0.59,-6.9,7.81,-4.07,0
11.14,0.17,-3.26,-4.33,7.9,-4.15,0
3.95,0.29,-3.25,-4.34,0.68,-4.02,0
3.95,0.29,-3.24,-4.35,0.69,-4.03,0
3.95,0.29,-3.23,-4.36,0.7,-4.04,0
3.95,0.29,-3.21,-4.37,0.71,-4.05,0
3.95,0.29,-3.2,-4.38,0.72,-4.06,0
3.95,0.29,-3.19,-4.39,0.74,-4.07,0
3.95,0.29,-3.18,-4.4,0.75,-4.08,0
3.95,0.29,-3.16,-4.41,0.76,-4.09,0
3.95,0.29,-3.15,-4.42,0.77,-4.1,0
7.95,3.06,-2.28,-3.64,5.66,-0.55,0
7.95,3.06,-2.27,-3.64,5.66,-0.56,0
7.95,3.06,-2.27,-3.64,5.67,-0.56,0
7.95,3.06,-2.27,-3.64,5.67,-0.56,0
7.95,3.06,-2.27,-3.65,5.67,-0.56,0
7.95,3.06,-2.26,-3.65,5.67,-0.56,0
7.95,3.06,-2.26,-3.65,5.68,-0.56,0
7.95,3.06,-2.26,-3.65,5.68,-0.56,0
7.95,3.06,-2.26,-3.65,5.68,-0.57,0
7.95,3.06,-2.25,-3.65,5.68,-0.57,0
4.69,0.49,-2.06,-3.06,2.65,-2.57,0
4.69,0.49,-2.05,-3.06,2.65,-2.57,0
4.69,0.49,-2.05,-3.06,2.65,-2.57,0
4.69,0.49,-2.05,-3.06,2.65,-2.57,0
4.69,0.49,-2.05,-3.06,2.66,-2.57,0
4.69,0.49,-2.05,-3.07,2.66,-2.57,0
4.69,0.49,-2.04,-3.07,2.66,-2.58,0
4.69,0.49,-2.04,-3.07,2.66,-2.58,0
4.69,0.49,-2.04,-3.07,2.66,-2.58,0
4.69,0.49,-2.04,-3.07,2.67,-2.58,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.99,-2.16,3.8,-2.15,0
4.78,0.02,-0.98,-2.16,3.8,-2.15,0
3.56,-2.54,-1.01,2.08,2.54,-0.47,0
3.56,-2.56,-1.02,2.08,2.54,-0.48,0
3.56,-2.58,-1.02,2.08,2.53,-0.5,0
3.56,-2.6,-1.03,2.08,2.53,-0.52,0
3.56,-2.61,-1.03,2.08,2.52,-0.54,0
3.56,-2.63,-1.04,2.08,2.52,-0.55,0
3.56,-2.65,-1.05,2.08,2.51,-0.57,0
3.56,-2.67,-1.05,2.08,2.51,-0.59,0
3.56,-2.69,-1.06,2.09,2.5,-0.61,0
3.56,-2.71,-1.06,2.09,2.49,-0.62,0
3.44,-2.81,-1.15,2.0,2.28,-0.81,0
2.38,-3.56,-1.45,2.0,0.93,-1.56,0
2.38,-3.57,-1.45,2.0,0.92,-1.58,0
2.38,-3.58,-1.46,2.0,0.91,-1.59,0
2.37,-3.6,-1.46,2.0,0.9,-1.6,0
2.37,-3.61,-1.47,2.0,0.89,-1.61,0
2.37,-3.62,-1.48,2.0,0.88,-1.62,0
2.36,-3.63,-1.48,2.0,0.87,-1.64,0
2.36,-3.64,-1.49,2.0,0.86,-1.65,0
1.75,-3.98,-1.16,2.21,0.58,-1.78,0
4.11,-5.77,-1.54,1.6,2.58,-4.16,0
4.29,-5.92,-1.59,1.52,2.71,-4.39,0
4.21,-5.87,-1.6,1.52,2.62,-4.33,0
4.13,-5.81,-1.6,1.52,2.54,-4.28,0
4.05,-5.76,-1.61,1.52,2.46,-4.22,0
4.97,-5.89,-1.62,1.52,3.37,-4.35,0
6.21,-6.16,-1.62,1.52,4.6,-4.62,0
7.89,-7.28,-1.7,1.44,6.2,-5.82,0
8.92,-6.43,-1.87,1.21,7.06,-5.19,0
8.83,-6.46,-1.88,1.21,6.97,-5.22,0
6.14,-6.19,-2.34,0.86,3.81,-5.3,0
5.78,-6.14,-2.4,0.82,3.39,-5.29,0
5.71,-6.11,-2.4,0.82,3.31,-5.26,0
5.63,-6.09,-2.41,0.82,3.23,-5.24,0
5.56,-6.07,-2.42,0.82,3.15,-5.22,0
5.49,-6.04,-2.42,0.82,3.07,-5.19,0
5.41,-6.02,-2.43,0.82,2.99,-5.17,0
2.44,-5.33,-1.92,0.4,0.52,-4.91,0
1.98,-5.19,-1.89,0.46,0.08,-4.71,0
1.92,-5.14,-1.9,0.46,0.02,-4.66,0
1.86,-5.18,-1.9,0.47,-0.04,-4.69,0
1.81,-5.45,-1.91,0.47,-0.1,-4.97,0
1.74,-5.4,-1.91,0.47,-0.17,-4.91,0
1.67,-5.35,-1.91,0.47,-0.24,-4.86,0
2.02,-5.52,-1.83,0.75,0.19,-4.75,0
5.71,-7.46,-1.03,3.26,4.7,-4.2,0
5.38,-7.37,-1.03,3.26,4.36,-4.11,0
4.8,-7.09,-0.83,2.68,3.97,-4.41,0
4.73,-7.12,-0.84,2.68,3.9,-4.44,0
7.93,-8.9,-0.84,2.68,7.08,-6.22,0
11.52,-10.8,-0.85,2.69,10.66,-8.12,0
12.1,-11.13,-0.85,2.69,11.24,-8.46,0
11.92,-10.79,-0.84,2.49,11.07,-8.31,0
6.61,-8.03,-0.73,0.64,5.86,-7.39,0
5.75,-8.03,-0.74,0.65,5.0,-7.39,0
5.48,-7.88,-0.74,0.65,4.74,-7.24,0
5.49,-7.88,-0.74,0.65,4.73,-7.23,0
5.49,-7.88,-2.9,2.84,2.58,-5.03,0
8.51,-8.5,-2.91,2.84,5.6,-5.67,0
9.13,-8.98,-2.92,2.83,6.21,-6.15,0
8.49,-9.22,-2.93,2.82,5.56,-6.4,0
8.48,-9.22,-2.94,2.81,5.54,-6.41,0
7.58,-9.01,-2.95,2.8,4.62,-6.2,0
7.56,-9.01,-2.97,2.8,4.59,-6.22,0
8.09,-9.16,-3.5,2.02,4.58,-7.14,0
2.36,-18.62,-4.74,0.22,-2.41,-18.39,0
2.36,-18.6,-4.75,0.2,-2.42,-18.39,0
2.37,-18.58,-3.4,1.1,-1.05,-17.48,0
1.86,-18.97,-3.41,1.08,-1.56,-17.88,0
1.8,-18.99,-3.42,1.07,-1.64,-17.92,0
3.51,-14.92,-3.43,1.05,0.07,-13.88,0
6.24,-8.81,-3.44,1.04,2.78,-7.79,0
6.34,-8.74,-3.46,1.02,2.87,-7.74,0
5.7,-9.42,-3.47,1.01,2.22,-8.44,0
5.46,-9.67,-3.48,0.99,1.97,-8.71,0
5.52,-9.62,-3.49,0.98,2.02,-8.67,0
5.65,-9.6,-3.49,0.96,2.14,-8.67,0
5.71,-9.54,-3.5,0.94,2.19,-8.63,0
5.77,-9.48,-3.51,0.93,2.24,-8.59,0
5.82,-9.42,-3.52,0.91,2.29,-8.54,0
8.94,-10.9,-4.91,-0.42,4.02,-11.31,0
8.81,-10.94,-4.91,-0.45,3.89,-11.38,0
8.68,-10.98,-4.91,-0.47,3.76,-11.44,0
8.55,-11.02,-4.91,-0.5,3.63,-11.51,0
8.42,-11.06,-4.91,-0.52,3.5,-11.57,0
8.29,-11.1,-4.92,-0.55,3.37,-11.63,0
8.16,-11.13,-4.92,-0.57,3.23,-11.69,0
9.11,-9.03,-4.92,-0.59,4.19,-9.6,0
9.05,-9.08,-4.92,-0.62,4.13,-9.68,0
9.0,-9.14,-4.92,-0.65,4.07,-9.76,0
8.94,-9.19,-4.92,-0.67,4.02,-9.84,0
8.88,-9.24,-4.91,-0.7,3.96,-9.92,0
6.93,-5.21,-4.91,-0.72,2.01,-5.91,0
6.94,-5.23,-4.91,-0.75,2.02,-5.96,0
6.95,-5.25,-4.91,-0.77,2.04,-6.01,0
6.96,-5.28,-4.91,-0.8,2.05,-6.05,0
6.98,-5.3,-4.91,-0.83,2.06,-6.1,0
5.92,-7.23,-4.9,-0.85,1.01,-8.06,0
5.91,-7.24,-4.9,-0.88,1.0,-8.1,0
5.9,-7.25,-4.9,-0.91,0.99,-8.13,0
5.88,-7.25,-4.89,-0.94,0.98,-8.16,0
5.87,-7.26,-4.89,-0.96,0.98,-8.2,0
5.9,-9.41,-4.91,1.17,0.97,-8.23,0
5.94,-9.44,-4.94,1.17,0.99,-8.26,0
5.99,-9.47,-4.97,1.17,1.01,-8.28,0
6.04,-9.5,-5.0,1.17,1.02,-8.31,0
6.09,-9.53,-5.03,1.17,1.04,-8.34,0
15.22,-4.87,-5.64,-0.06,9.56,-4.96,0
15.23,-4.86,-5.66,-0.06,9.55,-4.96,0
15.24,-4.86,-5.68,-0.07,9.54,-4.97,0
15.25,-4.86,-5.7,-0.07,9.53,-4.97,0
15.26,-4.86,-5.72,-0.08,9.52,-4.97,0
15.26,-4.85,-5.74,-0.08,9.51,-4.97,0
15.27,-4.85,-5.76,-0.09,9.5,-4.97,0
15.28,-4.84,-5.78,-0.1,9.48,-4.97,0
15.28,-4.84,-5.8,-0.1,9.47,-4.98,0
15.29,-4.83,-5.82,-0.11,9.46,-4.98,0
16.64,-4.55,-5.75,-1.31,10.88,-5.87,0
17.76,-7.14,-4.76,-0.11,13.0,-7.26,0
17.69,-7.2,-4.75,-0.13,12.93,-7.34,0
15.34,-10.38,-4.75,-0.15,10.6,-10.53,0
15.27,-10.43,-4.74,-0.17,10.53,-10.6,0
14.07,-10.32,-4.17,0.01,9.91,-10.31,0
11.37,-10.02,-2.84,0.46,8.54,-9.55,0
11.3,-10.08,-2.84,0.45,8.47,-9.62,0
11.22,-10.14,-2.83,0.44,8.4,-9.69,0
11.14,-10.2,-2.82,0.43,8.33,-9.77,0
7.87,-11.27,-2.5,1.18,5.38,-10.08,0
5.41,-11.88,-3.05,1.26,2.37,-10.63,0
5.33,-11.88,-3.05,1.23,2.3,-10.66,0
5.24,-11.88,-3.04,1.21,2.22,-10.68,0
5.16,-11.89,-3.03,1.19,2.14,-10.71,0
3.39,-6.88,-3.02,1.16,0.38,-5.71,0
3.38,-6.85,-3.02,1.14,0.37,-5.71,0
3.27,-6.8,-2.96,1.17,0.32,-5.63,0
2.35,-6.56,-2.47,1.64,-0.1,-4.92,0
2.34,-6.54,-2.46,1.62,-0.11,-4.92,0
1.8,-0.82,-1.91,-4.1,-0.11,-4.91,0
1.93,-0.54,-1.28,-4.33,0.64,-4.87,0
1.95,-0.53,-1.27,-4.33,0.67,-4.86,0
1.97,-0.52,-1.26,-4.33,0.71,-4.85,0
2.0,-0.52,-1.25,-4.33,0.74,-4.85,0
1.79,-1.84,-1.01,-3.0,0.78,-4.84,0
2.1,-1.3,-1.63,-3.13,0.47,-4.43,0
2.55,-0.48,-2.56,-3.34,-0.01,-3.82,0
2.57,-0.48,-2.55,-3.34,0.02,-3.82,0
2.59,-0.47,-2.55,-3.34,0.04,-3.81,0
8.79,-6.73,-2.8,-0.16,5.98,-6.9,0
8.82,-6.71,-2.8,-0.15,6.0,-6.88,0
8.84,-6.7,-2.81,-0.14,6.03,-6.85,0
8.87,-6.68,-2.81,-0.13,6.05,-6.83,0
8.61,-2.49,-3.33,-3.38,5.26,-5.89,0
8.67,-2.46,-3.35,-3.36,5.3,-5.84,0
8.73,-2.43,-3.36,-3.35,5.34,-5.79,0
8.78,-2.39,-3.38,-3.33,5.38,-5.75,0
8.84,-2.36,-3.39,-3.31,5.43,-5.7,0
8.89,-2.32,-3.41,-3.3,5.47,-5.65,0
7.59,-6.85,-2.06,1.28,5.51,-5.59,0
7.7,-6.82,-2.11,1.31,5.56,-5.54,0
7.81,-6.79,-2.16,1.35,5.62,-5.48,0
7.91,-6.76,-2.21,1.38,5.68,-5.42,0
7.12,-7.69,-1.36,2.36,5.73,-5.36,0
5.11,-9.91,0.69,4.61,5.78,-5.31,0
5.15,-9.89,0.68,4.62,5.81,-5.28,0
5.19,-9.87,0.67,4.63,5.85,-5.26,0
6.23,-10.72,0.66,4.64,6.87,-6.1,0
6.27,-10.7,0.65,4.65,6.9,-6.07,0
8.78,-5.38,-1.84,-0.66,6.94,-6.04,0
8.78,-5.37,-1.84,-0.66,6.94,-6.03,0
8.78,-5.36,-1.84,-0.66,6.94,-6.03,0
8.78,-5.36,-1.84,-0.66,6.94,-6.02,0
8.78,-5.35,-1.84,-0.66,6.94,-6.02,0
8.78,-5.35,-1.84,-0.67,6.94,-6.02,0
