conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",Label
7.67,-8.34,-3.57,0.34,4.08,-8.03,0
0.21,-1.49,1.44,-1.59,1.65,-3.08,0
8.82,-5.36,-1.84,-0.66,6.98,-6.02,0
15.83,-2.16,-5.57,-1.07,10.25,-3.27,0
0.21,-1.49,1.68,-0.99,1.88,-2.48,0
1.97,-6.7,-2.41,1.79,-0.43,-4.9,0
7.09,-8.63,-0.35,4.65,6.72,-4.0,0
11.63,-0.16,-2.74,-2.25,8.91,-2.44,0
4.25,-1.02,-2.34,0.56,1.9,-0.47,0
0.64,-0.59,0.24,-3.79,0.88,-4.38,0
10.57,-3.71,-3.46,3.71,7.1,-0.02,0
14.86,5.37,-5.39,-3.47,9.48,1.87,0
1.3,2.54,1.02,-3.53,2.34,-0.98,0
2.3,-0.83,1.31,-1.74,3.61,-2.57,0
11.73,-0.16,-2.73,-2.25,9.02,-2.44,0
8.87,0.15,-2.09,-4.46,6.76,-4.3,0
6.02,2.58,-1.79,-3.84,4.24,-1.26,0
6.64,-3.94,-3.85,-2.94,2.76,-6.87,0
15.04,2.06,-4.16,-2.56,10.88,-0.54,0
3.58,-24.13,-1.86,2.48,1.72,-21.63,0
10.69,-0.11,-3.04,-0.62,7.65,-0.77,0
6.02,6.44,2.58,-6.43,8.61,-0.0,0
13.4,1.21,-2.75,-4.18,10.64,-2.95,0
13.66,8.48,-4.03,-4.62,9.65,3.83,0
6.64,-1.19,-1.79,-1.24,4.84,-2.42,0
9.17,2.21,-2.63,-4.25,6.52,-2.03,0
-0.46,-4.62,-2.28,0.76,-2.75,-3.88,0
3.95,2.35,-0.33,-5.26,3.58,-2.9,0
2.74,-0.17,1.07,-2.98,3.8,-3.15,0
10.05,-1.24,-2.61,-0.75,7.42,-1.96,0
10.05,-1.24,-2.61,-0.75,7.42,-1.96,0
15.35,4.75,-5.05,-3.5,10.31,1.21,0
5.68,2.58,-1.6,-3.85,4.09,-1.26,0
7.21,-1.64,-2.82,1.54,4.4,-0.08,0
7.53,1.19,-2.62,-4.11,4.89,-2.91,0
7.54,1.19,-2.6,-4.13,4.92,-2.93,0
11.37,3.93,-9.14,1.2,2.24,5.15,0
12.21,-1.84,-3.32,1.69,8.89,-0.13,0
12.21,-1.84,-3.32,1.69,8.89,-0.13,0
8.13,2.69,-1.49,-6.56,6.66,-3.88,0
11.44,0.65,-4.44,-0.78,7.0,-0.17,0
8.69,-3.32,-1.65,-1.0,7.04,-4.33,0
