dist_nearest_edge,trench_abs_ortho,conv_ortho,conv_paral
2.65,-2.87,6.52,-1.52
5.34,-2.84,7.39,-0.89
4.45,-2.82,7.17,-0.52
6.76,-2.87,7.43,-2.44
7.25,-2.86,7.49,-2.65
7.09,-2.86,7.45,-2.65
5.34,-2.84,7.39,-0.89
4.77,-2.88,7.01,-1.98
5.51,-2.84,6.85,-3.02
9.88,-2.13,10.06,1.45
4.29,-2.38,-0.8,-3.51
8.17,-2.78,7.03,-4.11
0.48,-2.46,10.08,-0.02
2.47,-2.89,6.42,-1.56
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
6.8,-2.32,-1.08,-3.52
11.38,-2.18,10.27,-0.12
10.45,-2.12,10.1,1.45
13.98,-1.96,10.29,1.96
2.57,-2.42,-0.6,-3.52
4.89,-2.36,-0.87,-3.51
0.1,-2.47,9.99,-0.02
8.17,-2.78,7.03,-4.11
4.26,-2.87,9.11,-1.12
1.83,-2.75,9.78,0.94
0.03,-2.6,5.83,1.0
0.36,-2.73,6.0,0.3
6.04,-2.89,7.1,-2.69
4.28,-2.84,7.08,-0.57
5.33,-2.87,6.75,-3.04
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
0.1,-0.22,3.32,0.92
3.11,-2.4,-0.66,-3.52
5.68,-2.34,-0.96,-3.51
7.74,-2.29,-1.12,-3.53
6.24,-2.33,-1.01,-3.52
8.13,-2.28,-1.17,-3.53
10.82,-2.11,10.13,1.45
9.88,-2.13,10.06,1.45
11.92,-2.17,10.31,-0.12
11.01,-2.1,10.14,1.45
11.74,-2.17,10.29,-0.12
13.8,-1.96,10.3,1.96
12.47,-1.92,10.4,1.88
12.65,-2.15,10.36,-0.12
12.85,-1.93,10.36,1.96
5.87,-2.34,-0.97,-3.52
7.17,-2.31,-1.12,-3.52
3.5,-2.4,-0.71,-3.51
4.69,-2.37,-0.85,-3.51
1.43,-2.44,10.31,-0.02
2.57,-2.42,-0.6,-3.52
3.7,-2.39,-0.73,-3.51
1.05,-2.45,10.22,-0.02
2.19,-2.42,10.5,-0.02
8.17,-2.78,7.03,-4.11
3.54,-2.87,9.3,-1.12
0.1,-2.47,9.99,-0.02
8.17,-2.78,7.03,-4.11
6.38,-2.72,7.33,-4.59
6.38,-2.72,7.33,-4.59
8.17,-2.78,7.03,-4.11
6.38,-2.72,7.33,-4.59
1.83,-2.75,9.78,0.94
0.08,-2.31,9.34,4.26
3.54,-2.87,9.3,-1.12
1.05,-2.45,10.22,-0.02
0.08,-2.31,9.34,4.26
0.29,-2.46,10.04,-0.02
0.27,-2.21,5.47,2.42
0.27,-2.21,5.47,2.42
0.03,-2.6,5.83,1.0
0.36,-2.73,6.0,0.3
1.62,-2.54,6.23,1.32
0.27,-2.21,5.47,2.42
3.78,-2.4,6.63,2.14
7.24,-2.87,7.32,-3.01
7.43,-2.87,7.37,-3.01
2.47,-2.89,6.42,-1.56
1.9,-2.68,6.42,0.6
2.47,-2.89,6.42,-1.56
1.9,-2.68,6.42,0.6
5.16,-2.87,7.3,-0.94
4.28,-2.84,7.08,-0.57
6.58,-2.89,7.33,-2.47
7.24,-2.87,7.32,-3.01
7.07,-2.89,7.4,-2.67
5.16,-2.87,7.3,-0.94
4.59,-2.9,6.91,-2.01
5.33,-2.87,6.75,-3.04
9.92,-2.13,10.98,2.33
4.33,-2.37,0.22,-2.73
8.34,-2.78,8.02,-3.91
0.49,-2.46,10.98,0.67
2.64,-2.89,7.18,-1.04
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
7.02,-2.31,-0.04,-2.73
11.42,-2.18,11.33,0.6
10.48,-2.12,11.03,2.33
13.67,-1.96,11.23,2.88
2.63,-2.41,11.52,0.67
4.92,-2.36,0.16,-2.73
0.1,-2.47,10.87,0.67
8.34,-2.78,8.02,-3.91
4.19,-2.87,10.04,-0.57
2.71,-2.86,10.47,-0.3
0.06,-2.6,6.25,1.77
0.53,-2.73,6.55,1.01
6.21,-2.89,7.99,-2.3
4.45,-2.84,7.79,0.06
5.5,-2.87,7.65,-2.7
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
0.1,-0.21,2.83,1.55
3.34,-2.4,0.32,-2.73
5.91,-2.34,0.07,-2.73
7.76,-2.28,-0.07,-2.73
6.46,-2.32,0.02,-2.73
8.32,-2.27,-0.12,-2.73
11.05,-2.1,11.08,2.33
9.92,-2.13,10.98,2.33
11.78,-2.17,11.36,0.6
11.24,-2.09,11.09,2.33
11.78,-2.17,11.36,0.6
13.3,-1.95,11.26,2.88
12.16,-1.92,11.36,2.8
12.68,-2.14,11.44,0.6
12.54,-1.93,11.31,2.88
5.91,-2.34,0.07,-2.73
7.21,-2.3,-0.06,-2.73
3.54,-2.39,0.3,-2.73
4.53,-2.37,0.2,-2.73
1.65,-2.43,11.28,0.67
2.63,-2.41,11.52,0.67
3.74,-2.39,0.28,-2.73
0.88,-2.45,11.08,0.67
2.04,-2.43,11.38,0.67
8.34,-2.78,8.02,-3.91
3.65,-2.87,10.19,-0.57
0.1,-2.47,10.87,0.67
8.34,-2.78,8.02,-3.91
6.31,-2.72,8.37,-4.45
6.31,-2.72,8.37,-4.45
8.32,-2.78,8.05,-3.91
6.31,-2.72,8.37,-4.45
1.76,-2.75,10.61,1.68
0.09,-2.31,9.87,5.24
3.65,-2.87,10.19,-0.57
1.26,-2.44,11.18,0.67
0.1,-2.47,10.87,0.67
0.29,-2.46,10.93,0.67
0.06,-2.6,6.25,1.77
0.53,-2.73,6.55,1.01
0.06,-2.6,6.25,1.77
0.53,-2.73,6.55,1.01
1.79,-2.54,6.68,2.12
0.4,-2.21,5.72,3.28
3.95,-2.39,7.04,2.98
7.41,-2.87,8.25,-2.66
7.6,-2.87,8.3,-2.66
2.64,-2.89,7.18,-1.04
2.08,-2.68,6.97,1.34
2.64,-2.89,7.18,-1.04
2.08,-2.68,6.97,1.34
5.33,-2.86,8.05,-0.35
4.45,-2.84,7.79,0.06
6.75,-2.89,8.22,-2.06
7.24,-2.89,8.31,-2.28
7.08,-2.89,8.26,-2.28
5.33,-2.86,8.05,-0.35
4.77,-2.9,7.74,-1.54
5.5,-2.87,7.65,-2.7
9.96,-2.13,12.13,3.41
7.87,-2.4,12.84,1.5
8.47,-2.79,9.27,-3.57
5.2,-2.46,12.1,1.5
3.12,-2.89,8.15,-0.43
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
8.06,-2.27,12.33,1.31
11.46,-2.17,12.66,1.49
10.52,-2.11,12.19,3.41
13.44,-1.96,12.38,4.02
7.3,-2.41,12.68,1.5
7.87,-2.4,12.84,1.5
4.82,-2.47,12.0,1.5
8.35,-2.78,9.26,-3.7
4.12,-2.87,11.21,0.09
2.64,-2.85,11.66,0.39
0.09,-2.6,6.69,2.71
1.02,-2.73,7.27,1.87
6.7,-2.89,9.12,-1.86
4.76,-2.77,8.54,1.56
5.98,-2.87,8.78,-2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
0.1,-0.21,2.24,2.31
7.87,-2.4,12.84,1.5
8.06,-2.27,12.33,1.31
8.06,-2.27,12.33,1.31
8.06,-2.27,12.33,1.31
8.25,-2.27,12.35,1.31
11.08,-2.1,12.24,3.41
9.96,-2.13,12.13,3.41
12.18,-2.15,12.73,1.49
11.27,-2.09,12.26,3.41
11.82,-2.16,12.69,1.49
13.06,-1.95,12.41,4.02
11.74,-1.91,12.55,3.92
12.72,-2.14,12.78,1.49
12.12,-1.92,12.49,4.02
8.06,-2.27,12.33,1.31
8.06,-2.27,12.33,1.31
7.87,-2.4,12.84,1.5
7.87,-2.4,12.84,1.5
6.16,-2.44,12.37,1.5
7.49,-2.41,12.73,1.5
7.87,-2.4,12.84,1.5
5.97,-2.44,12.32,1.5
6.92,-2.42,12.58,1.5
8.47,-2.79,9.27,-3.57
3.58,-2.87,11.38,0.09
4.82,-2.47,12.0,1.5
8.47,-2.79,9.27,-3.57
6.24,-2.72,9.66,-4.32
6.24,-2.72,9.66,-4.32
8.25,-2.78,9.29,-3.7
6.24,-2.72,9.66,-4.32
1.69,-2.74,11.66,2.58
0.08,-2.3,10.58,6.45
3.4,-2.87,11.43,0.09
5.97,-2.44,12.32,1.5
4.82,-2.47,12.0,1.5
5.2,-2.46,12.1,1.5
0.09,-2.6,6.69,2.71
1.02,-2.73,7.27,1.87
0.09,-2.6,6.69,2.71
1.02,-2.73,7.27,1.87
2.41,-2.68,7.62,2.23
0.09,-2.6,6.69,2.71
3.28,-2.89,8.21,-0.43
7.9,-2.87,9.42,-2.26
8.08,-2.87,9.48,-2.26
3.12,-2.89,8.15,-0.43
2.41,-2.68,7.62,2.23
3.12,-2.89,8.15,-0.43
2.56,-2.68,7.67,2.23
5.81,-2.86,9.02,0.36
4.93,-2.83,8.7,0.81
7.4,-2.89,9.35,-1.83
7.9,-2.87,9.42,-2.26
7.56,-2.89,9.41,-1.83
5.81,-2.86,9.02,0.36
5.1,-2.83,8.75,0.81
5.98,-2.87,8.78,-2.31
9.81,-2.13,12.1,3.34
5.51,-2.36,1.45,-1.75
8.06,-2.8,10.87,-3.58
1.38,-2.46,13.39,2.03
3.71,-2.89,9.59,-0.12
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
7.07,-2.3,12.21,1.04
11.49,-2.17,12.64,1.42
10.56,-2.11,12.18,3.34
12.82,-1.95,12.39,3.95
3.52,-2.41,13.97,2.03
5.9,-2.35,1.42,-1.75
0.99,-2.46,13.29,2.03
8.06,-2.8,10.87,-3.58
4.05,-2.87,12.61,0.42
2.57,-2.85,13.04,0.75
0.09,-2.67,7.91,3.04
1.6,-2.72,8.56,2.57
7.11,-2.9,10.59,-1.25
5.35,-2.77,9.86,2.21
6.56,-2.87,10.24,-2.29
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
0.1,-0.2,2.2,2.32
4.27,-2.39,14.17,1.99
6.68,-2.34,1.35,-1.75
7.86,-2.28,12.28,1.24
6.88,-2.31,12.18,1.04
8.45,-2.26,12.34,1.24
11.12,-2.09,12.23,3.34
10.0,-2.12,12.12,3.34
12.22,-2.15,12.71,1.42
11.31,-2.09,12.25,3.34
11.85,-2.16,12.67,1.42
12.82,-1.95,12.39,3.95
11.3,-1.91,12.54,3.85
12.76,-2.13,12.76,1.42
11.69,-1.92,12.48,3.95
6.68,-2.34,1.35,-1.75
7.27,-2.3,12.23,1.04
4.38,-2.39,14.2,1.99
5.71,-2.36,1.43,-1.75
2.55,-2.43,13.71,2.03
3.72,-2.4,14.02,2.03
4.74,-2.38,1.51,-1.75
1.96,-2.44,13.55,2.03
3.13,-2.42,13.86,2.03
8.06,-2.8,10.87,-3.58
3.51,-2.87,12.77,0.42
0.99,-2.46,13.29,2.03
8.06,-2.8,10.87,-3.58
6.17,-2.72,11.09,-4.59
6.17,-2.72,11.09,-4.59
8.06,-2.8,10.87,-3.58
6.17,-2.72,11.09,-4.59
1.62,-2.74,12.94,3.2
0.07,-2.3,11.56,7.45
3.33,-2.86,12.82,0.42
2.16,-2.44,13.6,2.03
0.99,-2.46,13.29,2.03
1.38,-2.46,13.39,2.03
0.09,-2.67,7.91,3.04
1.48,-2.2,7.05,5.45
0.09,-2.67,7.91,3.04
1.6,-2.72,8.56,2.57
2.86,-2.53,8.43,3.99
0.28,-2.67,7.98,3.04
3.86,-2.89,9.64,-0.12
8.48,-2.87,10.88,-2.22
8.67,-2.87,10.94,-2.22
3.71,-2.89,9.59,-0.12
2.99,-2.67,8.88,3.0
3.71,-2.89,9.59,-0.12
3.14,-2.68,8.93,3.0
6.39,-2.86,10.41,0.81
5.51,-2.83,10.07,1.34
7.81,-2.89,10.8,-1.43
8.48,-2.87,10.88,-2.22
8.15,-2.89,10.86,-1.73
6.39,-2.86,10.41,0.81
5.83,-2.9,10.23,-0.75
6.56,-2.87,10.24,-2.29
9.84,-2.12,12.09,3.26
5.49,-2.38,14.79,2.17
8.21,-2.78,11.28,-4.0
2.37,-2.45,13.97,2.21
2.09,-2.89,10.04,0.17
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
7.13,-2.3,12.19,0.98
11.53,-2.17,12.62,1.35
10.41,-2.11,12.15,3.26
12.21,-1.95,12.36,3.88
4.15,-2.41,14.44,2.21
5.67,-2.34,12.01,0.95
1.78,-2.46,13.81,2.21
8.21,-2.78,11.28,-4.0
3.98,-2.87,13.18,0.51
2.5,-2.85,13.6,0.86
0.06,-2.59,8.6,3.85
0.42,-2.72,9.1,2.81
6.1,-2.89,11.17,-1.75
4.17,-2.77,10.4,2.43
5.39,-2.87,10.83,-2.32
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
0.1,-0.2,2.17,2.34
5.13,-2.39,14.7,2.17
5.84,-2.33,12.03,0.95
7.89,-2.27,12.25,1.17
6.58,-2.31,12.12,0.98
8.49,-2.26,12.32,1.17
11.16,-2.09,12.22,3.26
10.41,-2.11,12.15,3.26
12.07,-2.15,12.67,1.35
11.35,-2.08,12.24,3.26
11.89,-2.16,12.65,1.35
11.84,-1.94,12.4,3.88
10.51,-1.91,12.54,3.78
12.61,-2.14,12.72,1.35
10.9,-1.91,12.48,3.88
6.2,-2.32,12.08,0.98
7.32,-2.29,12.21,0.98
5.13,-2.39,14.7,2.17
5.67,-2.34,12.01,0.95
3.16,-2.43,14.18,2.21
4.54,-2.4,14.54,2.21
5.49,-2.38,14.79,2.17
2.57,-2.45,14.02,2.21
3.95,-2.42,14.39,2.21
8.21,-2.78,11.28,-4.0
3.44,-2.86,13.34,0.51
1.78,-2.46,13.81,2.21
8.21,-2.78,11.28,-4.0
6.1,-2.72,11.65,-4.74
6.1,-2.72,11.65,-4.74
7.99,-2.8,11.45,-3.68
6.1,-2.72,11.65,-4.74
1.55,-2.74,13.48,3.41
0.08,-2.29,11.96,7.83
3.26,-2.86,13.39,0.51
2.97,-2.44,14.13,2.21
1.78,-2.46,13.81,2.21
1.98,-2.46,13.86,2.21
0.06,-2.59,8.6,3.85
0.42,-2.72,9.1,2.81
0.06,-2.59,8.6,3.85
0.42,-2.72,9.1,2.81
1.68,-2.53,8.92,4.32
0.31,-2.2,7.46,5.87
2.69,-2.89,10.23,-0.03
7.3,-2.87,11.47,-2.24
7.3,-2.87,11.47,-2.24
2.53,-2.89,10.18,-0.03
1.82,-2.67,9.4,3.27
2.53,-2.89,10.18,-0.03
1.97,-2.67,9.45,3.27
5.22,-2.86,10.98,0.96
4.34,-2.83,10.63,1.51
6.64,-2.89,11.39,-1.41
7.3,-2.87,11.47,-2.24
6.97,-2.89,11.45,-1.72
5.22,-2.86,10.98,0.96
4.51,-2.83,10.69,1.51
5.39,-2.87,10.83,-2.32
10.07,-2.57,11.63,3.2
4.64,-2.76,14.43,2.16
8.04,-3.58,11.23,-4.2
0.7,-2.75,13.34,2.2
2.17,-3.65,10.04,-0.05
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
7.17,-2.76,11.66,1.01
11.57,-2.72,12.16,1.36
10.44,-2.57,11.68,3.2
10.79,-2.49,11.96,3.8
2.69,-2.75,13.9,2.2
5.02,-2.76,14.53,2.16
0.1,-2.75,13.17,2.2
8.04,-3.58,11.23,-4.2
3.91,-3.77,13.18,0.29
2.62,-3.77,13.55,0.64
0.05,-3.27,8.65,3.65
0.5,-3.44,9.16,2.6
6.18,-3.7,11.13,-1.97
4.25,-3.54,10.45,2.22
5.46,-3.66,10.78,-2.53
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
0.1,-0.18,2.14,2.37
3.49,-2.76,14.12,2.16
5.92,-2.76,11.5,0.98
8.13,-2.74,11.77,1.19
6.8,-2.76,11.61,1.01
8.32,-2.74,11.79,1.19
11.2,-2.57,11.76,3.2
10.26,-2.57,11.65,3.2
12.29,-2.71,12.24,1.36
11.38,-2.57,11.79,3.2
11.93,-2.72,12.2,1.36
10.6,-2.49,11.98,3.8
9.09,-2.48,12.16,3.71
12.47,-2.71,12.3,1.36
9.47,-2.48,12.09,3.8
6.05,-2.76,11.52,1.01
7.35,-2.76,11.69,1.01
3.49,-2.76,14.12,2.16
4.83,-2.76,14.48,2.16
1.69,-2.75,13.62,2.2
2.89,-2.75,13.95,2.2
3.87,-2.76,14.22,2.16
1.1,-2.75,13.45,2.2
2.29,-2.75,13.79,2.2
8.18,-3.59,11.22,-4.04
3.19,-3.78,13.39,0.29
0.1,-2.75,13.17,2.2
8.04,-3.58,11.23,-4.2
6.03,-3.53,11.56,-4.94
6.03,-3.53,11.56,-4.94
7.92,-3.61,11.38,-3.88
6.03,-3.53,11.56,-4.94
1.48,-3.65,13.52,3.2
0.07,-3.1,12.06,7.65
3.19,-3.78,13.39,0.29
1.3,-2.75,13.51,2.2
0.07,-3.1,12.06,7.65
0.5,-2.75,13.28,2.2
0.05,-3.27,8.65,3.65
0.38,-2.79,7.59,5.69
0.05,-3.27,8.65,3.65
0.5,-3.44,9.16,2.6
1.76,-3.22,9.01,4.12
0.38,-2.79,7.59,5.69
2.76,-3.66,10.22,-0.25
7.38,-3.69,11.42,-2.46
7.38,-3.69,11.42,-2.46
2.61,-3.66,10.17,-0.25
1.89,-3.39,9.47,3.06
2.61,-3.66,10.17,-0.25
2.04,-3.4,9.52,3.06
5.3,-3.67,11.0,0.74
4.41,-3.62,10.66,1.29
6.71,-3.72,11.36,-1.63
7.38,-3.69,11.42,-2.46
7.21,-3.71,11.46,-1.94
5.3,-3.67,11.0,0.74
4.58,-3.62,10.71,1.29
5.46,-3.66,10.78,-2.53
10.07,-2.57,12.03,3.28
4.87,-2.76,14.85,2.13
7.82,-3.58,11.52,-4.44
0.9,-2.75,13.74,2.17
2.24,-3.65,10.37,-0.17
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
7.37,-2.75,12.09,1.0
11.76,-2.71,12.59,1.37
10.83,-2.57,12.13,3.28
10.14,-2.48,12.41,3.9
2.69,-2.75,14.24,2.17
5.46,-2.76,15.0,2.13
0.5,-2.75,13.63,2.17
7.7,-3.61,11.67,-4.11
3.69,-3.77,13.55,0.17
2.4,-3.77,13.93,0.53
0.07,-3.27,8.97,3.65
0.57,-3.44,9.5,2.57
6.08,-3.71,11.48,-1.6
4.32,-3.54,10.81,2.17
5.54,-3.67,11.09,-2.72
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
0.1,-0.18,2.17,2.67
3.68,-2.76,14.52,2.13
6.21,-2.76,15.2,2.16
8.32,-2.74,12.2,1.2
6.82,-2.76,12.02,1.0
8.72,-2.74,12.25,1.2
11.2,-2.56,12.17,3.28
10.45,-2.57,12.08,3.28
12.3,-2.71,12.66,1.37
11.58,-2.56,12.21,3.28
12.12,-2.71,12.64,1.37
10.14,-2.48,12.41,3.9
8.63,-2.48,12.59,3.8
12.01,-2.71,12.74,1.37
9.01,-2.47,12.52,3.9
6.21,-2.76,15.2,2.16
7.55,-2.75,12.11,1.0
3.68,-2.76,14.52,2.13
5.07,-2.76,14.9,2.13
1.69,-2.75,13.97,2.17
3.09,-2.75,14.35,2.17
4.08,-2.76,14.63,2.13
1.09,-2.75,13.8,2.17
2.69,-2.75,14.24,2.17
7.82,-3.58,11.52,-4.44
2.97,-3.78,13.76,0.17
0.33,-3.65,14.19,3.16
7.82,-3.58,11.52,-4.44
5.81,-3.53,11.84,-5.19
5.81,-3.53,11.84,-5.19
7.7,-3.61,11.67,-4.11
5.81,-3.53,11.84,-5.19
1.26,-3.65,13.92,3.16
0.33,-3.65,14.19,3.16
2.97,-3.78,13.76,0.17
1.49,-2.75,13.91,2.17
0.33,-3.65,14.19,3.16
0.5,-2.75,13.63,2.17
0.07,-3.27,8.97,3.65
0.45,-2.79,7.92,5.78
0.07,-3.27,8.97,3.65
0.57,-3.44,9.5,2.57
1.83,-3.22,9.36,4.14
0.07,-3.27,8.97,3.65
2.83,-3.67,10.55,-0.38
7.64,-3.7,11.8,-2.65
7.64,-3.7,11.8,-2.65
2.68,-3.66,10.5,-0.38
1.96,-3.4,9.82,3.04
2.68,-3.66,10.5,-0.38
2.11,-3.4,9.87,3.04
5.37,-3.67,11.35,0.64
4.48,-3.62,11.01,1.21
6.79,-3.72,11.68,-1.8
7.45,-3.7,11.74,-2.65
7.12,-3.71,11.74,-2.12
5.37,-3.67,11.35,0.64
4.65,-3.63,11.07,1.21
5.54,-3.67,11.09,-2.72
10.72,-2.56,12.02,3.23
5.32,-2.76,14.76,2.04
7.04,-3.62,11.59,-4.2
1.57,-2.75,13.71,2.08
2.18,-3.4,9.85,2.93
3.24,-2.27,1.55,-2.85
5.74,-2.4,3.04,-1.41
7.8,-2.75,12.04,0.95
12.41,-2.71,12.57,1.32
11.28,-2.56,12.09,3.23
10.02,-2.48,12.38,3.84
3.34,-2.75,14.21,2.08
5.91,-2.76,14.92,2.04
0.97,-2.74,13.54,2.08
7.04,-3.62,11.59,-4.2
3.03,-3.77,13.5,0.07
1.74,-3.77,13.88,0.43
0.1,-2.57,2.37,-2.05
0.64,-3.44,9.48,2.45
6.32,-3.7,11.39,-2.24
4.39,-3.54,10.78,2.06
5.61,-3.67,11.02,-2.82
3.24,-2.27,1.55,-2.85
4.14,-2.48,2.71,-1.86
4.47,-2.47,2.72,-1.86
3.24,-2.27,1.55,-2.85
4.14,-2.48,2.71,-1.86
4.37,-2.3,2.2,-2.63
4.63,-2.41,3.04,-1.29
5.47,-2.41,2.66,-2.1
4.37,-2.3,2.2,-2.63
4.13,-2.75,14.43,2.08
6.7,-2.76,15.13,2.04
8.77,-2.74,12.15,1.15
7.41,-2.75,11.99,0.95
9.36,-2.74,12.22,1.15
12.03,-2.56,12.18,3.23
11.1,-2.56,12.07,3.23
12.41,-2.71,12.63,1.32
12.22,-2.56,12.2,3.23
12.6,-2.71,12.61,1.32
9.64,-2.47,12.41,3.84
8.51,-2.46,12.53,3.84
11.69,-2.7,12.72,1.32
8.7,-2.47,12.51,3.84
7.06,-2.75,15.22,2.08
8.18,-2.75,12.09,0.95
4.53,-2.76,14.54,2.04
5.71,-2.76,14.86,2.04
2.55,-2.75,13.99,2.08
3.74,-2.75,14.32,2.08
4.53,-2.76,14.54,2.04
1.96,-2.75,13.82,2.08
3.14,-2.75,14.16,2.08
7.16,-3.59,11.43,-4.52
2.67,-3.78,13.61,0.07
0.09,-3.65,14.04,3.05
7.04,-3.62,11.59,-4.2
5.15,-3.54,11.75,-5.27
5.15,-3.54,11.75,-5.27
7.04,-3.62,11.59,-4.2
5.15,-3.54,11.75,-5.27
0.62,-3.65,13.88,3.05
0.07,-2.8,13.43,0.65
2.31,-3.78,13.72,0.07
2.16,-2.75,13.88,2.08
0.09,-3.65,14.04,3.05
1.37,-2.75,13.65,2.08
1.19,-2.49,2.06,-2.42
0.1,-2.57,2.37,-2.05
1.19,-2.49,2.06,-2.42
0.64,-3.44,9.48,2.45
1.9,-3.22,9.36,4.02
0.1,-2.57,2.37,-2.05
2.9,-3.67,10.5,-0.48
7.52,-3.7,11.67,-2.74
7.71,-3.7,11.73,-2.74
2.75,-3.67,10.45,-0.48
1.9,-3.22,9.36,4.02
2.75,-3.67,10.45,-0.48
2.18,-3.4,9.85,2.93
5.44,-3.67,11.31,0.53
4.56,-3.62,10.97,1.1
6.86,-3.72,11.62,-1.9
7.52,-3.7,11.67,-2.74
7.35,-3.72,11.72,-2.21
5.44,-3.67,11.31,0.53
4.87,-3.7,11.07,-1.17
5.61,-3.67,11.02,-2.82
11.42,-2.7,16.83,6.19
6.22,-2.96,13.25,0.27
6.52,-3.94,8.97,-4.92
2.08,-2.9,11.96,0.31
2.25,-3.31,8.05,0.72
4.57,-2.53,-0.32,-3.15
2.08,-2.31,1.61,-2.75
8.41,-2.97,17.65,2.96
12.66,-2.95,17.58,3.53
11.8,-2.7,16.84,6.19
9.72,-2.62,16.49,6.98
4.05,-2.93,12.58,0.31
6.42,-2.96,13.31,0.27
1.29,-2.89,11.71,0.31
6.52,-3.94,8.97,-4.92
2.51,-3.97,11.36,-1.44
1.03,-3.97,11.88,-1.14
2.13,-2.48,5.39,-0.68
0.53,-2.54,5.97,-0.74
6.39,-3.92,8.86,-3.39
4.46,-3.53,8.83,0.03
5.68,-3.91,8.42,-3.83
4.57,-2.53,-0.32,-3.15
3.67,-2.49,1.14,-2.96
3.35,-2.48,1.14,-2.96
4.57,-2.53,-0.32,-3.15
3.67,-2.49,1.14,-2.96
0.07,-2.44,0.27,-3.19
3.19,-2.31,1.71,-2.68
1.03,-2.44,0.93,-3.06
0.07,-2.44,0.27,-3.19
5.04,-2.94,12.89,0.27
7.21,-2.96,13.54,0.27
9.08,-2.96,17.62,3.24
7.91,-2.97,13.75,0.3
9.87,-2.96,17.63,3.24
12.55,-2.7,16.84,6.19
11.61,-2.7,16.83,6.19
11.94,-2.96,17.58,3.53
12.73,-2.71,16.84,6.19
12.3,-2.96,17.58,3.53
9.34,-2.62,16.48,6.98
8.02,-2.64,16.5,6.85
11.57,-2.96,17.58,3.53
8.4,-2.63,16.46,6.98
7.57,-2.96,13.65,0.3
8.74,-2.97,17.66,2.96
5.04,-2.94,12.89,0.27
6.22,-2.96,13.25,0.27
3.06,-2.92,12.27,0.31
4.25,-2.93,12.64,0.31
5.04,-2.94,12.89,0.27
2.47,-2.91,12.09,0.31
3.66,-2.92,12.46,0.31
6.52,-3.94,8.97,-4.92
1.97,-3.98,11.54,-1.44
0.09,-3.74,12.19,1.13
6.52,-3.94,8.97,-4.92
4.63,-3.92,9.13,-5.76
4.63,-3.92,9.13,-5.76
6.52,-3.94,8.97,-4.92
4.63,-3.92,9.13,-5.76
0.27,-3.74,12.13,1.13
0.5,-3.0,11.42,-0.93
1.79,-3.98,11.6,-1.44
2.87,-2.91,12.21,0.31
0.1,-3.0,11.29,-0.93
1.68,-2.9,11.83,0.31
5.5,-2.67,0.37,-3.14
1.79,-2.49,5.51,-0.68
5.34,-2.67,0.37,-3.14
0.36,-2.68,5.88,-1.52
0.07,-2.69,5.99,-1.52
1.28,-2.51,5.7,-0.74
2.97,-3.77,8.09,-1.99
7.59,-3.95,9.13,-3.79
7.48,-3.96,9.19,-3.79
2.82,-3.77,8.03,-1.99
0.36,-2.68,5.88,-1.52
2.82,-3.77,8.03,-1.99
2.25,-3.31,8.05,0.72
5.51,-3.75,9.12,-1.2
